exchange_id,scooter_id,swapIn_X,swapIn_Y,trip_1_distance,swapout_X,swapout_Y,trip_last_distance,total_distance
a5ce0664-cbf5-4d22-ba62-c67fb2c30dd7,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,3.6,202548.145798773,2661902.3616232364,3.6,3600.0
a1b4bbd4-baa9-4814-955d-68c7d71ed08a,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,7.5,204638.83188483716,2664498.8989441087,7.5,7500.0
ef00b905-8a67-4051-8780-da99f10991fa,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,24.6,204638.83188483716,2664498.8989441087,24.6,24600.0
854372b2-a40a-4446-9cc8-0d3555e3979c,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,200936.84158471358,2661926.076859703,4.2,204638.83188483716,2664498.8989441087,4.2,4200.0
90b192fe-3e15-4c29-bac0-d51376ddfc30,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,203455.0658043099,2665580.3265554626,13.200000000000001,202656.96564599514,2662241.343991196,13.200000000000001,13200.000000000002
eca38f19-192a-4eca-800f-97076db72f3c,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202548.145798773,2661902.3616232364,12.8,203455.0658043099,2665580.3265554626,12.8,12800.0
84ba73bd-e0a5-4719-874a-7daba0eb9107,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,206248.47919417341,2665589.3186372216,29.8,202548.145798773,2661902.3616232364,29.8,29800.0
52df50fc-a68f-4038-acc4-4778076827c3,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202408.66459350148,2664693.33096493,37.300000000000004,202548.145798773,2661902.3616232364,37.300000000000004,37300.00000000001
ebfbb7bf-559c-40ab-bb61-f62e9d1c845f,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,203455.0658043099,2665580.3265554626,8.5,203455.0658043099,2665580.3265554626,8.5,8500.0
cdc4125a-4669-44b5-995f-c1bba3e0794c,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,199452.8624667392,2666946.23500755,2.6,203646.9724278644,2663593.255670814,10.700000000000001,2600.0
90c8b95e-3dc0-40f0-aa9f-22d0ed6afbb2,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,203646.9724278644,2663593.255670814,7.1000000000000005,202408.66459350148,2664693.33096493,7.1000000000000005,7100.000000000001
fe937afa-236c-48bf-bca0-2d6cc15f3795,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,14.8,203646.9724278644,2663593.255670814,14.8,14800.0
d101a031-c099-47e6-9ed4-228255af22be,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202656.96564599514,2662241.343991196,7.1000000000000005,204638.83188483716,2664498.8989441087,18.5,7100.000000000001
707d17e7-9d6b-420f-a181-74f01910ac6c,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202548.145798773,2661902.3616232364,4.800000000000001,202656.96564599514,2662241.343991196,4.800000000000001,4800.000000000001
a0c89c0d-2961-4925-b124-ae6c92e24295,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,206248.47919417341,2665589.3186372216,11.8,202548.145798773,2661902.3616232364,11.8,11800.0
97670f72-2a13-43f3-876d-1796a623f9e5,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,8.6,203646.9724278644,2663593.255670814,8.6,8600.0
b434820f-8860-4949-b0e9-982d0f34591f,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,206248.47919417341,2665589.3186372216,14.5,203646.9724278644,2663593.255670814,14.5,14500.0
8a0badd3-5046-4e1f-a80b-db8ae6fd2d96,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202548.145798773,2661902.3616232364,4.0,206248.47919417341,2665589.3186372216,2.7,4300.0
8f083953-7023-40a1-bb45-0d751a96fc1d,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204234.61626176327,2670659.5624822094,9.3,202548.145798773,2661902.3616232364,9.3,9300.0
da1e5119-45c8-448f-9068-caebb25bdc31,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202139.97132955497,2665705.2863549436,7.7,202139.97132955497,2665705.2863549436,7.7,7700.0
808a8a23-85d7-4456-9cca-d835d0e76ab5,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,202548.145798773,2661902.3616232364,3.6,202139.97132955497,2665705.2863549436,5.1000000000000005,3600.0
85202c1f-d3da-4ce2-87fa-d77b8ef1cd05,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,4.3,202656.96564599514,2662241.343991196,4.3,4300.0
20f95b33-186a-4325-8c3e-68bb1b691dae,9ed764ba-cd31-43dc-ae0f-2ac54535cab6,204638.83188483716,2664498.8989441087,0.1,204638.83188483716,2664498.8989441087,0.1,100.0
6045a119-d35b-402f-b261-a8f77ea5c045,aa6c3175-c18a-4fe2-92c5-b709264b44cf,297334.934481587,2775672.7601725254,3.2,299724.62911337835,2773831.1257421593,3.2,3200.0
f18a1391-0fe5-41f2-b6f0-f0a8b4e2fadb,aa6c3175-c18a-4fe2-92c5-b709264b44cf,299340.3795574704,2775219.3027291554,3.5,297334.934481587,2775672.7601725254,3.5,3500.0
97df937e-9e8c-4e72-83cc-49910155febb,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300396.18007333606,2774852.0946423677,1.6,299340.3795574704,2775219.3027291554,1.6,1600.0
0243b874-d397-4b65-ac5f-9ba29b13a74f,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300981.9472086264,2770782.142580875,6.800000000000001,300396.18007333606,2774852.0946423677,6.800000000000001,6800.000000000001
fb7b6847-46e5-4218-8b96-c8dc64efc7dc,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300410.7491811033,2769103.016116611,2.1,300981.9472086264,2770782.142580875,2.1,2100.0
999524b8-b142-4f5d-951b-56095663b282,aa6c3175-c18a-4fe2-92c5-b709264b44cf,301211.36765437893,2769609.427172869,1.5,300410.7491811033,2769103.016116611,1.5,1500.0
b297e396-ee76-491c-9230-75f65f633130,aa6c3175-c18a-4fe2-92c5-b709264b44cf,307113.3566557501,2769111.5499259364,6.800000000000001,301211.36765437893,2769609.427172869,6.800000000000001,6800.000000000001
81de12c9-c9dc-423c-addf-105e3e5765a2,aa6c3175-c18a-4fe2-92c5-b709264b44cf,306041.58325332316,2768887.9041114794,3.8000000000000003,307113.3566557501,2769111.5499259364,3.8000000000000003,3800.0000000000005
fb2cb25b-3e04-4e28-a06e-af2e86bae067,aa6c3175-c18a-4fe2-92c5-b709264b44cf,305951.6829548778,2765971.4778550495,4.2,306041.58325332316,2768887.9041114794,4.2,4200.0
